Date;ME_Power;ME_RPM
30/07/2016;7087;82
02/08/2016;10114;81
28/04/2018;9520;81
13/05/2019;9330;81
13/02/2019;9170;81
17/02/2019;9170;81
09/11/2016;9134;81
06/02/2018;9127;81
06/03/2019;9050;81
22/01/2017;8960;81
02/10/2019;8925;81
25/03/2016;8892;81
29/07/2019;8823;81
20/05/2020;8696;81
23/03/2020;8667;81
20/07/2017;8620;81
25/01/2018;8599;81
19/05/2020;8583;81
01/11/2017;8499;81
27/01/2018;8460;81
24/05/2019;8417;81
11/09/2020;8378;81
29/06/2017;8316;81
06/09/2017;8316;81
21/03/2016;8304;81
23/10/2017;8300;81
10/09/2017;8164;81
27/10/2017;8150;81
31/10/2017;8119;81
30/06/2017;8113;81
01/07/2017;8113;81
22/09/2017;8113;81
31/07/2019;8113;81
05/05/2017;8063;81
24/11/2016;8042;81
07/07/2017;8012;81
12/02/2017;8000;81
25/10/2017;8000;81
06/11/2017;8000;81
29/11/2017;8000;81
15/08/2018;8000;81
03/07/2016;7980;81
25/03/2020;7917;81
05/11/2017;7899;81
11/02/2017;7869;81
20/08/2016;7840;81
30/11/2016;7783;81
16/08/2016;7760;81
06/07/2017;7708;81
16/10/2017;7699;81
23/02/2018;7606;81
22/08/2016;7560;81
27/05/2017;7560;81
19/03/2017;7501;81
12/07/2016;7391;81
24/03/2016;7377;81
01/04/2020;7333;81
14/07/2016;7304;81
05/09/2016;7291;81
30/12/2016;7250;81
06/03/2017;7162;81
09/03/2017;7153;81
23/05/2016;7124;81
11/10/2016;7083;81
31/12/2016;7080;81
01/01/2017;7042;81
12/01/2017;7042;81
31/07/2016;6834;81
14/04/2017;6599;81
17/02/2018;10649;80
15/05/2019;9736;80
18/09/2016;9579;80
26/09/2018;9499;80
01/08/2017;9330;80
16/11/2019;8925;80
16/09/2019;8874;80
16/05/2019;8823;80
12/09/2019;8823;80
25/02/2019;8590;80
11/09/2019;8468;80
09/02/2018;8336;80
01/09/2017;8316;80
22/05/2020;8304;80
18/06/2018;8200;80
17/03/2020;8174;80
04/10/2019;8164;80
07/04/2019;8130;80
21/09/2017;8113;80
15/01/2018;8100;80
04/06/2018;8069;80
21/06/2018;8000;80
28/11/2017;7900;80
29/05/2016;7895;80
19/05/2016;7881;80
09/07/2017;7809;80
17/08/2016;7792;80
20/05/2016;7742;80
02/07/2017;7708;80
16/11/2016;7681;80
30/05/2016;7605;80
01/12/2017;7600;80
24/05/2016;7540;80
22/10/2017;7500;80
07/12/2017;7500;80
28/05/2016;7462;80
18/10/2017;7459;80
19/10/2017;7459;80
20/10/2017;7459;80
21/10/2017;7459;80
17/10/2017;7450;80
21/08/2016;7417;80
22/05/2016;7412;80
23/11/2017;7400;80
06/12/2017;7400;80
27/05/2016;7346;80
10/03/2017;7344;80
17/05/2019;7302;80
26/05/2016;7270;80
06/12/2016;7218;80
25/05/2016;7170;80
08/12/2016;7100;80
05/08/2016;7087;80
18/05/2016;7068;80
07/01/2017;6958;80
16/05/2016;6934;80
11/01/2017;6920;80
10/01/2017;6916;80
17/05/2016;6891;80
15/05/2016;6820;80
03/01/2017;6708;80
08/09/2016;6608;80
15/09/2019;11696;79
15/09/2016;10110;79
24/12/2018;9127;79
28/01/2020;9054;79
06/10/2019;9003;79
10/11/2020;8609;79
15/02/2016;8576;79
04/04/2019;8308;79
05/04/2019;8200;79
23/05/2017;8144;79
19/11/2017;8000;79
04/09/2018;8000;79
21/05/2020;8000;79
22/11/2017;7665;79
10/07/2017;7606;79
11/07/2017;7606;79
10/02/2017;7583;79
03/07/2017;7555;79
04/12/2015;7501;79
27/11/2017;7500;79
02/12/2017;7500;79
23/06/2018;7500;79
16/08/2018;7500;79
28/12/2018;7403;79
03/01/2019;7403;79
04/01/2019;7403;79
24/11/2017;7400;79
25/11/2017;7400;79
26/11/2017;7400;79
25/11/2016;7391;79
19/08/2016;7333;79
04/07/2017;7302;79
05/07/2017;7302;79
12/07/2017;7302;79
14/02/2017;7261;79
18/11/2017;7200;79
18/08/2016;7120;79
01/12/2016;7083;79
31/08/2017;7048;79
17/02/2017;7042;79
23/02/2020;7000;79
29/11/2015;6969;79
23/08/2016;6958;79
28/11/2015;6916;79
04/08/2016;6875;79
26/11/2015;6865;79
24/02/2016;6849;79
02/11/2016;6792;79
08/01/2017;6760;79
06/08/2016;6750;79
05/01/2017;6750;79
05/03/2017;6729;79
04/01/2017;6720;79
30/11/2015;6711;79
03/09/2016;6667;79
07/12/2015;6663;79
06/01/2017;6640;79
28/07/2016;6625;79
07/09/2016;6625;79
29/10/2016;6480;79
29/07/2016;6478;79
09/01/2017;6459;79
21/07/2017;6389;79
21/07/2016;6352;79
17/06/2016;6200;79
28/01/2018;9564;78
25/11/2015;9131;78
24/11/2015;9027;78
21/11/2015;8990;78
12/12/2016;8940;78
05/10/2019;8840;78
03/11/2017;8400;78
23/05/2019;8316;78
29/08/2020;8208;78
28/08/2020;8160;78
06/04/2019;8060;78
09/02/2019;8000;78
25/08/2020;7958;78
31/08/2020;7958;78
18/05/2020;7917;78
21/05/2019;7910;78
15/11/2018;7888;78
26/08/2020;7880;78
30/08/2020;7880;78
27/08/2020;7875;78
17/04/2018;7809;78
27/12/2018;7809;78
25/05/2019;7809;78
01/09/2020;7680;78
10/12/2016;7641;78
24/02/2018;7606;78
29/08/2018;7599;78
02/09/2020;7583;78
03/09/2020;7583;78
24/01/2017;7532;78
10/02/2018;7505;78
11/06/2019;7403;78
23/07/2017;7302;78
15/11/2015;7250;78
16/11/2015;7250;78
03/12/2017;7200;78
26/05/2019;7200;78
13/11/2016;7189;78
12/11/2015;7185;78
04/03/2017;7183;78
06/01/2016;7048;78
18/02/2017;7043;78
11/09/2016;7042;78
26/11/2016;7000;78
05/12/2017;7000;78
27/11/2015;6951;78
06/02/2017;6875;78
09/02/2017;6826;78
06/12/2015;6813;78
01/11/2016;6800;78
17/11/2017;6800;78
11/12/2015;6799;78
27/11/2016;6792;78
23/11/2015;6758;78
03/12/2015;6741;78
15/08/2016;6667;78
22/12/2015;6664;78
01/12/2015;6655;78
02/12/2015;6655;78
17/12/2015;6632;78
16/12/2015;6621;78
07/02/2017;6608;78
02/01/2017;6600;78
15/12/2015;6590;78
08/12/2015;6552;78
09/12/2015;6552;78
12/10/2017;6550;78
14/12/2015;6531;78
22/11/2015;6529;78
07/08/2016;6522;78
13/12/2015;6488;78
21/12/2015;6488;78
20/11/2015;6486;78
03/11/2016;6480;78
10/09/2016;6478;78
10/10/2017;6450;78
31/05/2016;6394;78
27/07/2016;6391;78
11/06/2016;6370;78
13/06/2016;6370;78
10/12/2015;6359;78
02/06/2016;6326;78
09/06/2016;6325;78
04/01/2016;6310;78
12/06/2016;6310;78
04/06/2016;6297;78
01/06/2016;6287;78
10/06/2016;6256;78
04/09/2016;6216;78
12/12/2015;6189;78
14/06/2016;6150;78
05/06/2016;6113;78
25/04/2017;9703;77
22/07/2019;9330;77
23/12/2018;9229;77
24/12/2015;9094;77
16/02/2018;8925;77
26/01/2018;8400;77
12/05/2019;8113;77
26/05/2020;7957;77
21/11/2017;7830;77
19/01/2019;7606;77
22/05/2019;7606;77
30/08/2018;7500;77
24/03/2019;7440;77
01/01/2019;7403;77
10/06/2019;7403;77
13/05/2017;7200;77
28/08/2018;7200;77
05/01/2019;7200;77
08/02/2019;7200;77
25/03/2019;7200;77
17/11/2015;7164;77
22/07/2017;7099;77
06/01/2019;7099;77
18/05/2019;7099;77
04/12/2017;7000;77
14/08/2016;6981;77
04/09/2020;6970;77
14/07/2018;6800;77
18/01/2019;6795;77
01/02/2019;6769;77
26/09/2016;6760;77
21/06/2016;6759;77
08/02/2017;6750;77
06/02/2019;6750;77
23/12/2015;6710;77
28/11/2016;6696;77
23/04/2017;6521;77
15/02/2017;6500;77
05/12/2015;6483;77
02/12/2016;6435;77
09/09/2016;6375;77
10/10/2016;6375;77
03/12/2016;6291;77
29/12/2016;6267;77
30/10/2016;6167;77
10/05/2019;8113;76
10/02/2019;8000;76
03/04/2017;7895;76
20/05/2019;7809;76
27/05/2019;7606;76
20/11/2017;7500;76
17/01/2019;7302;76
19/05/2019;7200;76
28/05/2019;7200;76
03/09/2018;7100;76
26/03/2019;7100;76
24/08/2018;7000;76
25/08/2018;7000;76
27/08/2018;7000;76
08/05/2017;6947;76
22/08/2018;6900;76
23/08/2018;6900;76
26/08/2018;6900;76
31/08/2018;6800;76
01/09/2018;6800;76
24/01/2019;6800;76
21/08/2018;6750;76
13/12/2016;6729;76
05/02/2019;6700;76
26/02/2020;6667;76
29/05/2019;6592;76
04/02/2019;6572;76
02/02/2019;6570;76
03/02/2019;6570;76
20/12/2015;6540;76
30/12/2017;6500;76
27/01/2019;6500;76
31/01/2019;6500;76
07/11/2016;6440;76
30/01/2019;6400;76
28/01/2019;6359;76
29/01/2019;6359;76
13/09/2018;6350;76
19/02/2017;6291;76
24/09/2016;6280;76
03/06/2016;6250;76
04/12/2016;6218;76
19/12/2015;6207;76
25/12/2016;6142;76
18/12/2015;6094;76
27/02/2018;6085;76
30/10/2020;8198;75
01/03/2018;8113;75
12/02/2019;7819;75
10/01/2020;7796;75
31/12/2018;7403;75
24/04/2017;7095;75
04/08/2019;6972;75
15/05/2017;6916;75
14/05/2016;6907;75
27/05/2020;6875;75
16/11/2017;6800;75
15/04/2017;6746;75
23/03/2016;6731;75
25/05/2020;6708;75
18/04/2017;6643;75
02/09/2018;6599;75
16/04/2017;6592;75
12/05/2017;6592;75
17/04/2017;6541;75
21/09/2016;6500;75
13/12/2017;6500;75
29/12/2017;6500;75
08/09/2018;6500;75
01/01/2018;6350;75
19/08/2018;6300;75
16/02/2017;6261;75
28/12/2017;6200;75
07/11/2017;6199;75
08/11/2016;6167;75
05/11/2016;6163;75
22/09/2016;6160;75
22/03/2016;6095;75
04/11/2016;6083;75
05/12/2016;6042;75
02/10/2016;6040;75
28/09/2016;6000;75
13/10/2016;6000;75
17/11/2018;5882;75
09/03/2018;9837;74
11/11/2015;9635;74
28/02/2018;8113;74
13/02/2021;7681;74
19/11/2015;7144;74
15/04/2018;7099;74
30/12/2018;7099;74
05/10/2016;6705;74
03/03/2017;6705;74
10/04/2017;6699;74
20/04/2017;6673;74
20/09/2016;6629;74
23/05/2020;6623;74
23/06/2017;6592;74
30/05/2019;6592;74
19/04/2017;6541;74
21/04/2017;6511;74
09/09/2018;6500;74
16/05/2020;6458;74
10/09/2018;6450;74
22/04/2017;6409;74
31/12/2017;6400;74
28/06/2018;6400;74
06/06/2020;6391;74
12/12/2017;6300;74
29/06/2018;6300;74
17/08/2018;6300;74
18/08/2018;6300;74
20/08/2018;6300;74
09/10/2017;6271;74
24/12/2016;6250;74
30/06/2018;6250;74
22/12/2016;6125;74
04/06/2020;6087;74
25/02/2018;6085;74
26/02/2018;6085;74
10/03/2018;6085;74
11/03/2018;6085;74
11/05/2017;6034;74
23/09/2016;6000;74
30/09/2016;6000;74
09/10/2016;5962;74
06/11/2016;5958;74
27/09/2016;5916;74
05/03/2020;5870;74
01/10/2016;5834;74
03/10/2016;5795;74
20/12/2016;5778;74
13/06/2020;5566;74
17/07/2019;9475;73
12/04/2018;9112;73
21/02/2020;7870;73
17/08/2020;7782;73
09/11/2017;6880;73
22/01/2021;6857;73
23/03/2019;6819;73
12/10/2019;6800;73
08/10/2017;6772;73
20/10/2020;6714;73
01/09/2016;6538;73
25/01/2019;6459;73
11/10/2017;6400;73
12/09/2018;6300;73
17/05/2020;6261;73
29/05/2020;6250;73
09/03/2020;6208;73
07/09/2018;6200;73
06/06/2016;6183;73
26/08/2016;6183;73
02/03/2017;6107;73
01/06/2019;6085;73
02/06/2019;6085;73
10/11/2016;6070;73
19/03/2020;6063;73
21/12/2016;6043;73
07/06/2020;5958;73
25/09/2016;5916;73
12/11/2016;5897;73
16/11/2018;5882;73
18/11/2018;5882;73
20/02/2017;5875;73
29/09/2016;5708;73
31/05/2019;5679;73
01/03/2017;10144;72
03/09/2017;8722;72
13/11/2015;7185;72
27/03/2019;6500;72
28/05/2020;6478;72
10/12/2017;6400;72
24/05/2020;6333;72
11/08/2018;6103;72
16/12/2016;6000;72
30/06/2020;6000;72
02/03/2020;5957;72
26/09/2017;5900;72
04/03/2020;5875;72
06/03/2020;5875;72
01/03/2020;5833;72
27/09/2017;5799;72
03/06/2020;5708;72
09/09/2019;5398;72
15/11/2017;4400;72
28/09/2017;9112;71
14/10/2019;6664;71
09/12/2020;6589;71
15/10/2017;6425;71
04/04/2020;6400;71
13/08/2016;6333;71
19/09/2016;6191;71
10/06/2020;6092;71
30/05/2020;6087;71
10/03/2020;6043;71
12/07/2020;6000;71
04/10/2016;5971;71
25/09/2017;5900;71
19/11/2018;5882;71
03/06/2019;5679;71
01/06/2020;5583;71
26/06/2020;5581;71
11/03/2020;5542;71
31/05/2020;5500;71
05/06/2020;5500;71
03/03/2020;5452;71
08/08/2016;5433;71
07/03/2020;5391;71
25/07/2016;5250;71
02/05/2019;9504;70
08/02/2018;8519;70
02/10/2017;7777;70
11/10/2019;7072;70
18/06/2020;6667;70
27/06/2018;6400;70
15/05/2020;5932;70
14/12/2017;5799;70
12/06/2020;5750;70
28/06/2020;5750;70
12/03/2020;5435;70
11/06/2020;5333;70
16/03/2020;5250;70
08/03/2020;5208;70
13/03/2020;5208;70
02/06/2020;5174;70
08/04/2019;4900;70
13/10/2019;4850;70
07/01/2019;4847;70
17/01/2020;9935;69
07/02/2018;9127;69
20/02/2020;8048;69
08/10/2016;7667;69
23/09/2017;7505;69
26/07/2016;7167;69
17/06/2020;6579;69
03/10/2017;5794;69
20/02/2021;5556;69
15/03/2020;5125;69
14/03/2020;5043;69
21/01/2021;4750;69
29/03/2019;9481;68
03/08/2017;7961;68
13/09/2019;7590;68
24/10/2019;7004;68
24/11/2019;6998;68
14/05/2017;6896;68
28/06/2019;6338;68
16/06/2020;5455;68
27/12/2017;5000;68
06/09/2019;8840;67
03/09/2019;7624;67
22/12/2018;7072;67
05/06/2018;6699;67
08/12/2017;6600;67
10/04/2019;6600;67
20/03/2021;6401;67
27/06/2020;6053;67
11/12/2017;5700;67
10/07/2020;5500;67
13/10/2017;5212;67
21/11/2018;9716;66
07/05/2018;8063;66
01/06/2018;7713;66
25/06/2020;5526;66
30/03/2019;5364;66
27/08/2016;4409;66
28/10/2019;7616;65
12/06/2019;6595;65
19/02/2019;6000;65
24/10/2020;5960;65
04/04/2017;4752;65
25/03/2018;4633;65
19/12/2017;4600;65
02/07/2018;4279;65
18/01/2021;4209;65
17/12/2017;4200;65
01/08/2019;3757;65
30/08/2017;8113;64
23/06/2020;6125;64
08/07/2020;5500;64
07/05/2020;5334;64
20/06/2020;5263;64
16/12/2017;4700;64
13/05/2018;9533;63
12/08/2019;7277;63
17/12/2020;6677;63
31/08/2016;6548;63
19/09/2018;6100;63
16/03/2018;6085;63
05/12/2020;5681;63
27/10/2020;5522;63
18/03/2021;5340;63
10/04/2018;4564;63
28/05/2017;7302;62
11/01/2020;6602;62
24/07/2017;5933;62
22/06/2020;5625;62
04/03/2018;5093;62
19/06/2020;5000;62
26/03/2020;4800;62
06/10/2016;4583;62
18/12/2017;4000;62
30/10/2019;7759;61
14/12/2018;7302;61
18/10/2018;6950;61
03/04/2019;6600;61
22/05/2017;6592;61
16/07/2017;6085;61
23/12/2020;5746;61
03/01/2018;5250;61
02/11/2020;4306;61
25/11/2020;3420;61
01/02/2018;9432;60
12/12/2019;9330;60
30/04/2018;8925;60
25/01/2020;6366;60
13/03/2021;5016;60
26/09/2020;5006;60
06/07/2020;5000;60
08/11/2017;4700;60
15/07/2016;4636;60
11/12/2018;9229;59
09/04/2017;7388;59
12/12/2020;5656;59
27/03/2020;5250;59
16/09/2020;5220;59
14/09/2018;4699;59
09/09/2020;4630;59
09/08/2016;3434;59
09/08/2020;3333;59
25/02/2020;2926;59
22/01/2020;6979;58
25/07/2017;6800;58
15/10/2016;4602;58
10/05/2020;4545;58
02/01/2020;8232;57
31/01/2018;7606;57
11/01/2019;6998;57
09/01/2019;6085;57
11/04/2017;5902;57
04/06/2019;5679;57
04/10/2017;4900;57
05/10/2017;4521;57
22/07/2020;4000;57
02/08/2019;3400;57
10/05/2017;6176;56
03/06/2018;5600;56
05/09/2018;5500;56
29/10/2019;4080;56
10/11/2017;3699;56
12/05/2020;3677;56
26/10/2020;3194;56
14/09/2019;6800;55
20/03/2019;5270;55
23/12/2017;4500;55
17/07/2016;4458;55
20/02/2019;4300;55
22/02/2020;4000;55
18/08/2020;3778;55
12/04/2017;7332;54
13/01/2020;6539;54
24/06/2018;6199;54
06/10/2017;4200;54
14/07/2019;4057;54
10/03/2021;3600;54
08/06/2020;4191;53
17/06/2019;4080;53
09/12/2017;3400;53
22/10/2020;2833;53
08/05/2020;1500;53
04/02/2018;9634;52
28/03/2019;6973;52
18/07/2019;6693;52
08/05/2019;6304;52
08/03/2018;6186;52
20/10/2019;4715;52
13/07/2019;3245;52
06/05/2019;6592;51
11/07/2018;5200;51
19/07/2017;5071;51
26/06/2018;4050;51
29/08/2016;4000;51
16/06/2019;3042;51
19/03/2021;2800;51
30/01/2018;8925;50
02/01/2018;5900;50
26/07/2020;5786;50
13/08/2018;4478;50
16/09/2016;4470;50
07/05/2019;4259;50
15/08/2020;2759;50
17/01/2021;2333;50
29/05/2018;9381;49
05/03/2018;6186;49
10/12/2018;5274;49
20/12/2017;4800;49
19/02/2020;3018;49
23/10/2020;2857;49
12/07/2018;5200;48
08/08/2019;4107;48
03/07/2018;5100;47
15/10/2019;4698;47
24/06/2019;4057;47
19/01/2021;4000;47
23/07/2016;3000;47
11/04/2020;5464;45
05/09/2020;3222;45
11/11/2016;3000;45
25/10/2020;1643;45
21/10/2018;8418;44
10/09/2019;4420;44
06/05/2020;3103;44
15/07/2020;2442;44
21/10/2019;4488;43
09/04/2019;3699;43
08/12/2019;3550;43
09/06/2020;1857;43
07/06/2019;4057;42
13/06/2019;4057;42
24/09/2017;3594;42
09/05/2020;3000;42
15/02/2021;2292;42
10/08/2016;2000;42
26/11/2020;1889;42
06/05/2018;7809;41
31/10/2020;3000;41
04/09/2019;2706;41
15/11/2016;2682;41
04/12/2020;2558;41
07/12/2019;2448;41
09/12/2019;6592;40
08/06/2019;5440;40
06/09/2018;3900;40
28/10/2020;2524;40
21/03/2020;2334;40
25/06/2019;1420;40
02/08/2017;5440;39
29/11/2019;1825;39
03/12/2019;1224;39
11/05/2019;6846;38
24/06/2017;5071;38
11/11/2017;4425;38
11/05/2020;2667;38
31/03/2019;4000;37
22/03/2019;3545;37
10/04/2020;2333;37
25/09/2020;1600;37
03/05/2019;9127;36
09/12/2018;5781;36
26/11/2019;4259;36
14/10/2017;3000;36
06/12/2019;1904;36
22/12/2020;1500;36
08/03/2017;2617;35
11/08/2019;1904;35
05/12/2019;1428;35
22/07/2016;1341;35
28/11/2019;2231;34
04/12/2019;1224;34
14/05/2020;1613;33
14/10/2016;1341;33
01/04/2019;4000;31
14/11/2017;2682;31
01/12/2019;1088;31
30/11/2019;913;31
21/12/2017;5632;30
18/10/2019;2720;30
01/11/2020;2400;30
18/02/2020;3035;29
24/02/2020;1741;29
22/06/2017;4057;26
15/01/2020;3269;26
21/10/2020;2765;26
24/01/2020;4023;25
19/10/2019;2720;25
05/09/2019;2040;18
09/04/2020;3000;16
07/04/2020;9708;9
